id,class_code,class_name,ddd,u,adm_r,note,valid_start_date,valid_end_date,change_type
5234,L01XD07,padeliporfin,,,,,2018-02-05,2099-12-31,
5235,L01XE,Protein kinase inhibitors,,,,,1970-01-01,2021-02-19,U
5236,L01XE01,imatinib,,,,,1970-01-01,2021-02-19,U
5237,L01XE02,gefitinib,,,,,1970-01-01,2021-02-19,U
5238,L01XE03,erlotinib,,,,,1970-01-01,2021-02-19,U
5239,L01XE04,sunitinib,,,,,1970-01-01,2021-02-19,U
5240,L01XE05,sorafenib,,,,,1970-01-01,2021-02-19,U
5241,L01XE06,dasatinib,,,,,1970-01-01,2021-02-19,U
5242,L01XE07,lapatinib,,,,,1970-01-01,2021-02-19,U
5243,L01XE08,nilotinib,,,,,1970-01-01,2021-02-19,U
5244,L01XE09,temsirolimus,,,,,1970-01-01,2021-02-19,U
5245,L01XE10,everolimus,,,,,1970-01-01,2021-02-19,U
5246,L01XE11,pazopanib,,,,,1970-01-01,2021-02-19,U
5247,L01XE12,vandetanib,,,,,1970-01-01,2021-02-19,U
5248,L01XE13,afatinib,,,,,1970-01-01,2021-02-19,U
5249,L01XE14,bosutinib,,,,,1970-01-01,2021-02-19,U
5250,L01XE15,vemurafenib,,,,,1970-01-01,2021-02-19,U
5251,L01XE16,crizotinib,,,,,1970-01-01,2021-02-19,U
5252,L01XE17,axitinib,,,,,1970-01-01,2021-02-19,U
5253,L01XE18,ruxolitinib,,,,,1970-01-01,2021-02-19,U
5254,L01XE19,ridaforolimus,,,,,2013-08-05,2021-02-19,U
5255,L01XE21,regorafenib,,,,,2013-08-05,2021-02-19,U
5256,L01XE22,masitinib,,,,,2013-08-05,2021-02-19,U
5257,L01XE23,dabrafenib,,,,,2013-08-05,2021-02-19,U
5258,L01XE24,ponatinib,,,,,2013-08-05,2021-02-19,U
5259,L01XE25,trametinib,,,,,2013-08-05,2021-02-19,U
5260,L01XE26,cabozantinib,,,,,2015-03-02,2021-02-19,U
5261,L01XE27,ibrutinib,,,,,2015-03-02,2021-02-19,U
5262,L01XE28,ceritinib,,,,,2015-03-02,2021-02-19,U
5263,L01XE29,lenvatinib,,,,,2016-05-02,2021-02-19,U
5264,L01XE31,nintedanib,,,,,2016-05-02,2021-02-19,U
5265,L01XE32,cediranib,,,,,2016-05-02,2021-02-19,U
5266,L01XE33,palbociclib,,,,,2016-05-02,2021-02-19,U
5267,L01XE34,tivozanib,,,,,2016-05-02,2021-02-19,U
5268,L01XE35,osimertinib,,,,,2017-08-07,2021-02-19,U
5269,L01XE36,alectinib,,,,,2017-08-07,2021-02-19,U
5270,L01XE37,rociletinib,,,,,2017-08-07,2021-02-19,U
5271,L01XE38,cobimetinib,,,,,2017-08-07,2021-02-19,U
5272,L01XE39,midostaurin,,,,,2017-08-07,2021-02-19,U
5273,L01XE40,olmutinib,,,,,2017-08-07,2021-02-19,U
5274,L01XE41,binimetinib,,,,,2018-02-05,2021-02-19,U
5275,L01XE42,ribociclib,,,,,2018-02-05,2021-02-19,U
5276,L01XE43,brigatinib,,,,,2018-02-05,2021-02-19,U
5277,L01XE44,lorlatinib,,,,,2020-05-04,2021-02-19,U
5278,L01XE45,neratinib,,,,,2020-05-04,2021-02-19,U
5279,L01XE46,encorafenib,,,,,2020-05-04,2021-02-19,U
5280,L01XE47,dacomitinib,,,,,2020-05-04,2021-02-19,U
5281,L01XE48,icotinib,,,,,2020-05-04,2021-02-19,U
5282,L01XE50,abemaciclib,,,,,2020-05-04,2021-02-19,U
5283,L01XE51,acalabrutinib,,,,,2020-05-04,2021-02-19,U
5284,L01XE52,quizartinib,,,,,2020-05-04,2021-02-19,U
5285,L01XE53,larotrectinib,,,,,2020-05-04,2021-02-19,U
5286,L01XE54,gilteritinib,,,,,2020-05-04,2021-02-19,U
5287,L01XE56,entrectinib,,,,,2020-05-04,2021-02-19,U
5288,L01XE57,fedratinib,,,,,2020-05-04,2021-02-19,U
5289,L01XF,Retinoids for cancer treatment,,,,,2021-02-22,2099-12-31,
5290,L01XF01,tretinoin,,,,,2021-02-22,2099-12-31,
5291,L01XF02,alitretinoin,,,,,2021-02-22,2099-12-31,
5292,L01XF03,bexarotene,,,,,2021-02-22,2099-12-31,
5293,L01XG,Proteasome inhibitors,,,,,2021-02-22,2099-12-31,
5294,L01XG01,bortezomib,,,,,2021-02-22,2099-12-31,
5295,L01XG02,carfilzomib,,,,,2021-02-22,2099-12-31,
5296,L01XG03,ixazomib ,,,,,2021-02-22,2099-12-31,
5297,L01XH,Histone deacetylase inhibitors (hdac),,,,,2021-02-22,2099-12-31,
5298,L01XH01,vorinostat,,,,,2021-02-22,2099-12-31,
5299,L01XH02,romidepsin,,,,,2021-02-22,2099-12-31,
5300,L01XH03,panobinostat,,,,,2021-02-22,2099-12-31,
5301,L01XH04,belinostat,,,,,2021-02-22,2099-12-31,
5302,L01XH05,entinostat,,,,,2021-02-22,2099-12-31,
5303,L01XJ,Hedgehog pathway inhibitors,,,,,2021-02-22,2099-12-31,
5304,L01XJ01,vismodegib,,,,,2021-02-22,2099-12-31,
5305,L01XJ02,sonidegib,,,,,2021-02-22,2099-12-31,
5306,L01XJ03,glasdegib,,,,,2021-02-22,2099-12-31,
5307,L01XK,Poly (adp-ribose) polymerase (parp) inhibitors,,,,,2021-02-22,2099-12-31,
5308,L01XK01,olaparib,,,,,2021-02-22,2099-12-31,
5309,L01XK02,niraparib ,,,,,2021-02-22,2099-12-31,
5310,L01XK03,rucaparib ,,,,,2021-02-22,2099-12-31,
5311,L01XK04,talazoparib,,,,,2021-02-22,2099-12-31,
5312,L01XK05,veliparib,,,,,2021-02-22,2099-12-31,
5313,L01XK06,pamiparib,,,,,2021-02-22,2099-12-31,
5314,L01XX,Other antineoplastic agents,,,,,1970-01-01,2099-12-31,
5315,L01XX01,amsacrine,,,,,1970-01-01,2099-12-31,
5316,L01XX02,asparaginase,,,,,1970-01-01,2099-12-31,
5317,L01XX03,altretamine,,,,,1970-01-01,2099-12-31,
5318,L01XX05,hydroxycarbamide,,,,,1970-01-01,2099-12-31,
5319,L01XX07,lonidamine,,,,,1970-01-01,2099-12-31,
5320,L01XX08,pentostatin,,,,,1970-01-01,2099-12-31,
5321,L01XX09,miltefosine,,,,,1970-01-01,2020-01-01,U
5322,L01XX10,masoprocol,,,,,1970-01-01,2099-12-31,
5323,L01XX11,estramustine,,,,,1970-01-01,2099-12-31,
5324,L01XX14,tretinoin,,,,,1970-01-01,2021-02-19,U
5325,L01XX16,mitoguazone,,,,,1970-01-01,2099-12-31,
5326,L01XX17,topotecan,,,,,1970-01-01,2021-02-19,U
5327,L01XX18,tiazofurine,,,,,1970-01-01,2099-12-31,
5328,L01XX19,irinotecan,,,,,1970-01-01,2021-02-19,U
5329,L01XX22,alitretinoin,,,,,1970-01-01,2021-02-19,U
5330,L01XX23,mitotane,,,,,1970-01-01,2099-12-31,
5331,L01XX24,pegaspargase,,,,,1970-01-01,2099-12-31,
5332,L01XX25,bexarotene,,,,,1970-01-01,2021-02-19,U
5333,L01XX27,arsenic trioxide,,,,,1970-01-01,2099-12-31,
5334,L01XX28,imatinib,,,,from ATC website|,1970-01-01,2007-12-31,U
5335,L01XX29,denileukin diftitox,,,,,1970-01-01,2099-12-31,
5336,L01XX31,gefitinib,,,,from ATC website|,1970-01-01,2007-12-31,U
5337,L01XX32,bortezomib,,,,,1970-01-01,2021-02-19,U
5338,L01XX33,celecoxib,,,,,1970-01-01,2099-12-31,
5339,L01XX34,erlotinib,,,,from ATC website|,1970-01-01,2007-12-31,U
5340,L01XX35,anagrelide,,,,,1970-01-01,2099-12-31,
5341,L01XX36,oblimersen,,,,,1970-01-01,2099-12-31,
5342,L01XX37,sitimagene ceradenovec,,,,,1970-01-01,2099-12-31,
5343,L01XX38,vorinostat,,,,,1970-01-01,2021-02-19,U
5344,L01XX39,romidepsin,,,,,1970-01-01,2021-02-19,U
5345,L01XX40,omacetaxine mepesuccinate,,,,,1970-01-01,2099-12-31,
5346,L01XX41,eribulin,,,,,1970-01-01,2099-12-31,
5347,L01XX42,panobinostat,,,,,1970-01-01,2021-02-19,U
5348,L01XX43,vismodegib,,,,,2013-08-05,2021-02-19,U
5349,L01XX44,aflibercept,,,,,2013-08-05,2099-12-31,
5350,L01XX45,carfilzomib,,,,,2013-08-05,2021-02-19,U
5351,L01XX46,olaparib,,,,,2015-03-02,2021-02-19,U
5352,L01XX47,idelalisib,,,,,2015-03-02,2021-02-19,U
5353,L01XX48,sonidegib,,,,,2016-05-02,2021-02-19,U
5354,L01XX49,belinostat,,,,,2016-05-02,2021-02-19,U
5355,L01XX50,ixazomib,,,,,2016-05-02,2021-02-19,U
5356,L01XX51,talimogene laherparepvec,,,,,2017-08-07,2099-12-31,
5357,L01XX52,venetoclax,,,,,2017-08-07,2099-12-31,
5358,L01XX53,vosaroxin,,,,,2017-08-07,2099-12-31,
5359,L01XX54,niraparib,,,,,2018-02-05,2021-02-19,U
5360,L01XX55,rucaparib,,,,,2018-02-05,2021-02-19,U
5361,L01XX56,etirinotecan pegol,,,,,2018-02-05,2021-02-19,U
5362,L01XX57,plitidepsin,,,,,2018-02-05,2099-12-31,
5363,L01XX58,epacadostat,,,,,2020-05-04,2099-12-31,
5364,L01XX59,enasidenib,,,,,2020-05-04,2099-12-31,
5365,L01XX60,talazoparib,,,,,2020-05-04,2021-02-19,U
5366,L01XX61,copanlisib,,,,,2020-05-04,2021-02-19,U
5367,L01XX62,ivosidenib,,,,,2020-05-04,2099-12-31,
5368,L01XX63,glasdegib,,,,,2020-05-04,2021-02-19,U
5369,L01XX64,entinostat,,,,,2020-05-04,2021-02-19,U
5370,L01XX65,alpelisib,,,,,2020-05-04,2021-02-19,U
5371,L01XX66,selinexor,,,,,2020-05-04,2099-12-31,
5372,L01XX67,tagraxofusp,,,,,2020-05-04,2099-12-31,
5373,L01XX68,belotecan,,,,,2020-05-04,2021-02-19,U
5374,L01XX69,lurbinectedin,,,,,2021-02-22,2099-12-31,
5375,L01XX70,axicabtagene ciloleucel,,,,,2021-02-22,2099-12-31,
5376,L01XX71,tisagenlecleucel,,,,,2021-02-22,2099-12-31,
5377,L01XX72,tazemetostat,,,,,2021-02-22,2099-12-31,
5378,L01XX73,sotorasib,,,,,2021-02-22,2099-12-31,
5379,L01XY,Combinations of antineoplastic agents,,,,,1970-01-01,2099-12-31,
5380,L01XY01,cytarabine and daunorubicin,,,,,2020-05-04,2099-12-31,
5381,L01XY02,pertuzumab and trastuzumab,,,,,2021-02-22,2099-12-31,
5382,L02,ENDOCRINE THERAPY,,,,,1970-01-01,2099-12-31,
5383,L02A,HORMONES AND RELATED AGENTS,,,,,1970-01-01,2099-12-31,
5384,L02AA,Estrogens,,,,,1970-01-01,2099-12-31,
5385,L02AA01,diethylstilbestrol,3,mg,O,,1970-01-01,2099-12-31,
5386,L02AA02,polyestradiol phosphate,6,mg,P,,1970-01-01,2099-12-31,
5387,L02AA03,ethinylestradiol,1.5,mg,O,,1970-01-01,2099-12-31,
5388,L02AA04,fosfestrol,0.25,g,O,,1970-01-01,2099-12-31,
5389,L02AA04,fosfestrol,0.25,g,P,,1970-01-01,2099-12-31,
5390,L02AB,Progestogens,,,,,1970-01-01,2099-12-31,
5391,L02AB01,megestrol,0.16,g,O,,1970-01-01,2099-12-31,
5392,L02AB02,medroxyprogesterone,1,g,O,,1970-01-01,2099-12-31,
5393,L02AB02,medroxyprogesterone,1,g,P,,1970-01-01,2099-12-31,
5394,L02AB03,gestonorone,40,mg,P,,1970-01-01,2099-12-31,
5395,L02AE,Gonadotropin releasing hormone analogues,,,,,1970-01-01,2099-12-31,
5396,L02AE01,buserelin,0.11,mg,implant,,1970-01-01,2099-12-31,
5397,L02AE01,buserelin,1.2,mg,N,,1970-01-01,2099-12-31,
5398,L02AE01,buserelin,1.5,mg,P,,1970-01-01,2099-12-31,
5399,L02AE02,leuprorelin,60,mcg,implant,,1970-01-01,2099-12-31,
5400,L02AE02,leuprorelin,0.134,mg,P,depot inj,1970-01-01,2099-12-31,
5401,L02AE02,leuprorelin,1,mg,P,,1970-01-01,2099-12-31,
5402,L02AE03,goserelin,0.129,mg,implant,,1970-01-01,2099-12-31,
5403,L02AE04,triptorelin,0.1,mg,P,,1970-01-01,2099-12-31,
5404,L02AE04,triptorelin,0.134,mg,P,depot inj,1970-01-01,2099-12-31,
5405,L02AE05,histrelin,0.137,mg,implant,,2013-08-05,2099-12-31,
5406,L02AE51,leuprorelin and bicalutamide,,,,,2020-05-04,2099-12-31,
5407,L02AX,Other hormones,,,,,1970-01-01,2099-12-31,
5408,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,,,,,1970-01-01,2099-12-31,
5409,L02BA,Anti-estrogens,,,,,1970-01-01,2099-12-31,
5410,L02BA01,tamoxifen,20,mg,O,,1970-01-01,2099-12-31,
5411,L02BA02,toremifene,60,mg,O,,1970-01-01,2099-12-31,
5412,L02BA03,fulvestrant,8.3,mg,P,,1970-01-01,2099-12-31,
5413,L02BB,Anti-androgens,,,,,1970-01-01,2099-12-31,
5414,L02BB01,flutamide,0.75,g,O,,1970-01-01,2099-12-31,
5415,L02BB02,nilutamide,0.3,g,O,,1970-01-01,2099-12-31,
5416,L02BB03,bicalutamide,50,mg,O,,1970-01-01,2099-12-31,
5417,L02BB04,enzalutamide,0.16,g,O,,2015-03-02,2099-12-31,
5418,L02BB05,apalutamide,,,,,2020-05-04,2099-12-31,
5419,L02BB06,darolutamide,1.2,g,O,,2021-02-19,2099-12-31,
5420,L02BB06,darolutamide,,,,,2020-05-04,2021-02-19,C
5421,L02BG,Aromatase inhibitors,,,,,1970-01-01,2099-12-31,
5422,L02BG01,aminoglutethimide,1,g,O,,1970-01-01,2099-12-31,
5423,L02BG02,formestane,18,mg,P,,1970-01-01,2099-12-31,
5424,L02BG03,anastrozole,1,mg,O,,1970-01-01,2099-12-31,
5425,L02BG04,letrozole,2.5,mg,O,,1970-01-01,2099-12-31,
5426,L02BG05,vorozole,,,,,1970-01-01,2099-12-31,
5427,L02BG06,exemestane,25,mg,O,,1970-01-01,2099-12-31,
5428,L02BX,Other hormone antagonists and related agents,,,,,1970-01-01,2099-12-31,
5429,L02BX01,abarelix,3.6,mg,P,,1970-01-01,2099-12-31,
5430,L02BX02,degarelix,2.7,mg,P,,1970-01-01,2099-12-31,
5431,L02BX03,abiraterone,1,g,O,,1970-01-01,2099-12-31,
5432,L03,IMMUNOSTIMULANTS,,,,,1970-01-01,2099-12-31,
5433,L03A,IMMUNOSTIMULANTS,,,,,1970-01-01,2099-12-31,
5434,L03AA,Colony stimulating factors,,,,,1970-01-01,2099-12-31,
5435,L03AA02,filgrastim,0.35,mg,P,,1970-01-01,2099-12-31,
5436,L03AA03,molgramostim,0.35,mg,P,,1970-01-01,2099-12-31,
5437,L03AA09,sargramostim,0.45,mg,P,,1970-01-01,2099-12-31,
5438,L03AA10,lenograstim,0.35,mg,P,,1970-01-01,2099-12-31,
5439,L03AA12,ancestim,1.4,mg,P,,1970-01-01,2099-12-31,
5440,L03AA13,pegfilgrastim,0.3,mg,P,,1970-01-01,2099-12-31,
5441,L03AA14,lipegfilgrastim,0.3,mg,P,,2013-08-05,2099-12-31,
5442,L03AA15,balugrastim,,,,,2015-03-02,2099-12-31,
5443,L03AA16,empegfilgrastim,,,,,2017-08-07,2099-12-31,
5444,L03AA17,pegteograstim,0.3,mg,P,,2018-02-05,2099-12-31,
5445,L03AB,Interferons,,,,,1970-01-01,2099-12-31,
5446,L03AB01,interferon alfa natural,2,MU,P,,1970-01-01,2099-12-31,
5447,L03AB02,interferon beta natural,33.33,TU,P,,1970-01-01,2099-12-31,
5448,L03AB03,interferon gamma,40,mcg,P,,1970-01-01,2099-12-31,
5449,L03AB04,interferon alfa-2a,2,MU,P,,1970-01-01,2099-12-31,
5450,L03AB05,interferon alfa-2b,2,MU,P,,1970-01-01,2099-12-31,
5451,L03AB06,interferon alfa-n1,5,MU,P,,1970-01-01,2099-12-31,
5452,L03AB07,interferon beta-1a,4.3,mcg,P,,1970-01-01,2099-12-31,
5453,L03AB08,interferon beta-1b,4,MU,P,,1970-01-01,2099-12-31,
5454,L03AB09,interferon alfacon-1,4,mcg,P,,1970-01-01,2099-12-31,
5455,L03AB10,peginterferon alfa-2b,7.5,mcg,P,,1970-01-01,2099-12-31,
5456,L03AB11,peginterferon alfa-2a,26,mcg,P,,1970-01-01,2099-12-31,
5457,L03AB12,albinterferon alfa-2b,,,,,1970-01-01,2099-12-31,
5458,L03AB13,peginterferon beta-1a,8.9,mcg,P,,2015-03-02,2099-12-31,
5459,L03AB14,cepeginterferon alfa-2b,17,mcg,P,,2015-03-02,2099-12-31,
5460,L03AB15,ropeginterferon alfa-2b,,,,,2018-02-05,2099-12-31,
5461,L03AB60,"peginterferon alfa-2b, combinations",,,,,2007-12-31,2099-12-31,
5462,L03AB61,"peginterferon alfa-2a, combinations",,,,,1970-01-01,2099-12-31,
5463,L03AC,Interleukins,,,,,1970-01-01,2099-12-31,
5464,L03AC01,aldesleukin,0.2,mg,P,,1970-01-01,2099-12-31,
5465,L03AC02,oprelvekin,3.5,mg,P,,1970-01-01,2099-12-31,
5466,L03AX,Other immunostimulants,,,,,1970-01-01,2099-12-31,
5467,L03AX01,lentinan,0.3,mg,O,,1970-01-01,2099-12-31,
5468,L03AX01,lentinan,0.3,mg,P,,1970-01-01,2099-12-31,
5469,L03AX02,roquinimex,,,,,1970-01-01,2099-12-31,
5470,L03AX03,bcg vaccine,1.8,mg,intravesical,,1970-01-01,2099-12-31,
5471,L03AX04,pegademase,,,,,1970-01-01,2099-12-31,
5472,L03AX05,pidotimod,1.6,g,O,,1970-01-01,2099-12-31,
5473,L03AX07,poly I:C,,,,,1970-01-01,2099-12-31,
5474,L03AX08,poly ICLC,,,,,1970-01-01,2099-12-31,
5475,L03AX09,thymopentin,,,,,1970-01-01,2099-12-31,
5476,L03AX10,immunocyanin,3,mg,intravesical,,1970-01-01,2099-12-31,
5477,L03AX11,tasonermin,3.5,mg,P,,1970-01-01,2099-12-31,
5478,L03AX12,melanoma vaccine,,,,,1970-01-01,2099-12-31,
5479,L03AX13,glatiramer acetate,20,mg,P,,1970-01-01,2099-12-31,
5480,L03AX14,histamine dihydrochloride,0.5,mg,P,,1970-01-01,2099-12-31,
5481,L03AX15,mifamurtide,0.7,mg,P,,1970-01-01,2099-12-31,
5482,L03AX16,plerixafor,16.8,mg,P,,1970-01-01,2099-12-31,
5483,L03AX17,sipuleucel-T,,,,,1970-01-01,2099-12-31,
5484,L03AX18,cridanimod,,,,,2013-08-05,2099-12-31,
5485,L03AX19,dasiprotimut-T,,,,,2015-03-02,2099-12-31,
5486,L03AX21,elapegademase,,,,,2020-05-04,2099-12-31,
5487,L04,IMMUNOSUPPRESSANTS,,,,,1970-01-01,2099-12-31,
5488,L04A,IMMUNOSUPPRESSANTS,,,,,1970-01-01,2099-12-31,
5489,L04AA,Selective immunosuppressants,,,,,1970-01-01,2099-12-31,
5490,L04AA01,ciclosporin,,,,from ATC website|,1970-01-01,2008-12-31,U
5491,L04AA02,muromonab-CD3,5,mg,P,,1970-01-01,2099-12-31,
5492,L04AA03,antilymphocyte immunoglobulin (horse),,,,,1970-01-01,2099-12-31,
5493,L04AA04,antithymocyte immunoglobulin (rabbit),0.1,g,P,,1970-01-01,2099-12-31,
5494,L04AA05,tacrolimus,,,,from ATC website|,1970-01-01,2008-12-31,U
5495,L04AA06,mycophenolic acid,2,g,O,as mycophenolate mofetil,1970-01-01,2099-12-31,
5496,L04AA06,mycophenolic acid,2,g,P,as mycophenolate mofetil,1970-01-01,2099-12-31,
5497,L04AA08,daclizumab,,,,from ATC website|,1970-01-01,2008-12-31,U
5498,L04AA09,basiliximab,,,,from ATC website|,1970-01-01,2008-12-31,U
5499,L04AA10,sirolimus,3,mg,O,,2006-01-01,2099-12-31,
5500,L04AA10,sirolimus,6,mg,O,DDD from ATC website|,1970-01-01,2006-01-01,C
5501,L04AA11,etanercept,,,,from ATC website|,1970-01-01,2008-12-31,U
5502,L04AA12,infliximab,,,,from ATC website|,1970-01-01,2008-12-31,U
5503,L04AA13,leflunomide,20,mg,O,,1970-01-01,2099-12-31,
5504,L04AA14,anakinra,,,,from ATC website|,1970-01-01,2008-12-31,U
5505,L04AA15,alefacept,,,,,1970-01-01,2099-12-31,
5506,L04AA16,afelimomab,,,,from ATC website|,1970-01-01,2008-12-31,U
5507,L04AA17,adalimumab,,,,from ATC website|,1970-01-01,2008-12-31,U
5508,L04AA18,everolimus,1.5,mg,O,,1970-01-01,2099-12-31,
5509,L04AA19,gusperimus,,,,,1970-01-01,2099-12-31,
5510,L04AA21,efalizumab,10,mg,P,,1970-01-01,2099-12-31,
5511,L04AA22,abetimus,,,,,1970-01-01,2099-12-31,
5512,L04AA23,natalizumab,10,mg,P,,1970-01-01,2099-12-31,
5513,L04AA24,abatacept,27,mg,P,,1970-01-01,2099-12-31,
5514,L04AA25,eculizumab,64,mg,P,,1970-01-01,2099-12-31,
5515,L04AA26,belimumab,25,mg,P,,1970-01-01,2099-12-31,
5516,L04AA27,fingolimod,0.5,mg,O,,1970-01-01,2099-12-31,
5517,L04AA28,belatacept,12.5,mg,P,,1970-01-01,2099-12-31,
5518,L04AA29,tofacitinib,10,mg,O,,2013-08-05,2099-12-31,
5519,L04AA31,teriflunomide,14,mg,O,,2013-08-05,2099-12-31,
5520,L04AA32,apremilast,60,mg,O,,2013-08-05,2099-12-31,
5521,L04AA33,vedolizumab,5.4,mg,P,,2015-03-02,2099-12-31,
5522,L04AA34,alemtuzumab,0.13,mg,P,,2015-03-02,2099-12-31,
5523,L04AA35,begelomab,,,,,2016-05-02,2099-12-31,
5524,L04AA36,ocrelizumab,,,,,2017-08-07,2099-12-31,
5525,L04AA37,baricitinib,,,,,2017-08-07,2099-12-31,
5526,L04AA38,ozanimod,0.92,mg,O,,2021-02-19,2099-12-31,
5527,L04AA38,ozanimod,,,,,2020-05-04,2021-02-19,C
5528,L04AA39,emapalumab,,,,,2020-05-04,2099-12-31,
5529,L04AA40,cladribine,0.34,mg,O,,2020-05-04,2099-12-31,
5530,L04AA41,imlifidase,,,,,2020-05-04,2099-12-31,
5531,L04AA42,siponimod,,,,,2020-05-04,2099-12-31,
5532,L04AA43,ravulizumab,,,,,2020-05-04,2099-12-31,
5533,L04AA44,upadacitinib,,,,,2020-05-04,2099-12-31,
5534,L04AA45,filgotinib,,,,,2021-02-22,2099-12-31,
5535,L04AA46,itacitinib,,,,,2021-02-22,2099-12-31,
5536,L04AA47,inebilizumab,,,,,2021-02-22,2099-12-31,
5537,L04AA48,belumosudil,,,,,2021-02-22,2099-12-31,
5538,L04AA49,peficitinib,,,,,2021-02-22,2099-12-31,
5539,L04AA50,ponesimod,,,,,2021-02-22,2099-12-31,
5540,L04AA51,anifrolumab,,,,,2021-02-22,2099-12-31,
5541,L04AA52,ofatumumab,,,,,2021-02-22,2099-12-31,
5542,L04AA53,teprotumumab,,,,,2021-02-22,2099-12-31,
5543,L04AB,Tumor necrosis factor alpha (tnf-α) inhibitors,,,,,1970-01-01,2099-12-31,
5544,L04AB01,etanercept,7,mg,P,,1970-01-01,2099-12-31,
5545,L04AB02,infliximab,3.75,mg,P,,1970-01-01,2099-12-31,
5546,L04AB03,afelimomab,,,,,1970-01-01,2099-12-31,
5547,L04AB04,adalimumab,2.9,mg,P,,1970-01-01,2099-12-31,
5548,L04AB05,certolizumab pegol,14,mg,P,,1970-01-01,2099-12-31,
5549,L04AB06,golimumab,1.66,mg,P,,1970-01-01,2099-12-31,
5550,L04AB07,opinercept,,,,,2020-05-04,2099-12-31,
5551,L04AC,Interleukin inhibitors,,,,,1970-01-01,2099-12-31,
5552,L04AC01,daclizumab,0.35,g,P,DDD from ATC website|,1970-01-01,2018-01-01,C
5553,L04AC01,daclizumab,5,mg,P,,2018-01-01,2099-12-31,
5554,L04AC02,basiliximab,40,mg,P,course dose,1970-01-01,2099-12-31,
5555,L04AC03,anakinra,0.1,g,P,,1970-01-01,2099-12-31,
5556,L04AC04,rilonacept,23,mg,P,,1970-01-01,2099-12-31,
5557,L04AC05,ustekinumab,0.54,mg,P,,1970-01-01,2099-12-31,
5558,L04AC06,mepolizumab,,,,from ATC website|,1970-01-01,2017-12-31,U
5559,L04AC07,tocilizumab,20,mg,P,,1970-01-01,2099-12-31,
5560,L04AC08,canakinumab,2.7,mg,P,,1970-01-01,2099-12-31,
5561,L04AC09,briakinumab,,,,,1970-01-01,2099-12-31,
5562,L04AC10,secukinumab,10,mg,P,,1970-01-01,2099-12-31,
5563,L04AC11,siltuximab,37,mg,P,,2015-03-02,2099-12-31,
5564,L04AC12,brodalumab,,,,,2016-05-02,2099-12-31,
5565,L04AC13,ixekizumab,2.9,mg,P,,2017-08-07,2099-12-31,
5566,L04AC14,sarilumab,,,,,2017-08-07,2099-12-31,
5567,L04AC15,sirukumab,,,,,2018-02-05,2099-12-31,
5568,L04AC16,guselkumab,,,,,2018-02-05,2099-12-31,
5569,L04AC17,tildrakizumab,1.11,mg,P,,2020-05-04,2099-12-31,A
5570,L04AC17,tildrakizumab,,,,,2020-05-04,2021-02-19,C
5571,L04AC18,risankizumab,1.67,mg,P,,2020-05-04,2099-12-31,A
5572,L04AC18,risankizumab,,,,,2020-05-04,2021-02-19,C
5573,L04AC19,satralizumab,,,,,2021-02-22,2099-12-31,
5574,L04AC20,netakimab,,,,,2021-02-22,2099-12-31,
5575,L04AC21,bimekizumab,,,,,2021-02-22,2099-12-31,
5576,L04AD,Calcineurin inhibitors,,,,,1970-01-01,2099-12-31,
5577,L04AD01,ciclosporin,0.25,g,O,,1970-01-01,2099-12-31,
5578,L04AD01,ciclosporin,0.25,g,P,,1970-01-01,2099-12-31,
5579,L04AD02,tacrolimus,5,mg,O,,1970-01-01,2099-12-31,
5580,L04AD02,tacrolimus,5,mg,P,,1970-01-01,2099-12-31,
5581,L04AD03,voclosporin,,,,,1970-01-01,2099-12-31,
5582,L04AX,Other immunosuppressants,,,,,1970-01-01,2099-12-31,
5583,L04AX01,azathioprine,0.15,g,O,,1970-01-01,2099-12-31,
5584,L04AX01,azathioprine,0.15,g,P,,1970-01-01,2099-12-31,
5585,L04AX02,thalidomide,0.1,g,O,,1970-01-01,2099-12-31,
5586,L04AX03,methotrexate,2.5,mg,O,,1970-01-01,2099-12-31,
5587,L04AX03,methotrexate,2.5,mg,P,,1970-01-01,2099-12-31,
5588,L04AX04,lenalidomide,10,mg,O,,1970-01-01,2099-12-31,
5589,L04AX05,pirfenidone,2.4,g,O,,1970-01-01,2099-12-31,
5590,L04AX06,pomalidomide,3,mg,O,,2013-08-05,2099-12-31,
5591,L04AX07,dimethyl fumarate,0.48,g,O,,2020-05-04,2099-12-31,
5592,L04AX08,darvadstrocel,,,,,2020-05-04,2099-12-31,
5593,L04AX09,diroximel fumarate,,,,,2021-02-22,2099-12-31,
5594,M,MUSCULO-SKELETAL SYSTEM,,,,,1970-01-01,2099-12-31,
5595,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,,,,,1970-01-01,2099-12-31,
5596,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",,,,,1970-01-01,2099-12-31,
5597,M01AA,Butylpyrazolidines,,,,,1970-01-01,2099-12-31,
5598,M01AA01,phenylbutazone,0.3,g,O,,1970-01-01,2099-12-31,
5599,M01AA01,phenylbutazone,0.3,g,P,,1970-01-01,2099-12-31,
5600,M01AA01,phenylbutazone,0.3,g,R,,1970-01-01,2099-12-31,
5601,M01AA02,mofebutazone,0.75,g,O,,1970-01-01,2099-12-31,
